location_id|location_title|location_url|review_id|rating|published_date|title|text|language|review_url|user_name|trip_type|travel_date|helpful_votes
513544|Arroyo's Mexican Cafe (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d513544-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html|928522578|1|2023-12-05T19:15:39Z|Cheap and skimpy|Do not waste your time coming here. They tend to be very skimpy when it comes to your food. I paid for two beef, cheese & rice burritos which the cook put about 5 pieces of rice in each burrito! I called to speak with the manager and he said it was a mistake (yeah right) and that he wouldn't charge me for rice on my next order! He should've been offering two new burritos, if that's the best you can do, I will not be back! Also, they limit you on the salsa to go, you only get one per burrito and it's only a teaspoon.  Terrible and cheap! Try other places that believe in giving you your money's worth.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d513544-r928522578-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html?m=66827#review928522578|897teeg|Solo travel|2023-12-31|1.0
513544|Arroyo's Mexican Cafe (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d513544-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html|832672314|3|2022-03-28T18:41:31Z|Nice Place with a View|Good food at reasonable prices. the menu is large, breakfast all day. i had the chile relleno, it was ok, a lot more breading than i'm used to, out weighed the small chile inside.  probably a regional take? . my wife had huevos rancheros and liked it very much. the building is a bit older but has a great view overlooking Quail Lakes.. pleasant service, was very busy with take out.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d513544-r832672314-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html?m=66827#review832672314|daveb914|NONE|2022-03-31|
513544|Arroyo's Mexican Cafe (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d513544-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html|831662454|4|2022-03-19T14:54:42Z|Great Service|Service was fast & efficient. Food was hot & tortilla  fresh and flavorful. Shrimp salad was fresh & tasty. Beer was ice cold. View was great.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d513544-r831662454-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html?m=66827#review831662454|Bamboo708|NONE|2022-03-31|
513544|Arroyo's Mexican Cafe (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d513544-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html|749503268|3|2020-03-06T10:50:21Z|Decent Mexican retaurant caters to locals|Nice local restaurant.  I was from out of town and it seemed like I didn't get as much attention as those who were local.  The food was pretty good and the overall experience was much better than the large chain Mexican restaurant a few blocks away.  Will visit again if in town.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d513544-r749503268-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html?m=66827#review749503268|ronaldrB2389ZG|NONE|2020-03-31|
513544|Arroyo's Mexican Cafe (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d513544-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html|653951321|5|2019-02-21T14:14:42Z|Stockton's finest|I recently visited Stockton visiting  family and friends after being away for 10 years a must have is Arroyos  restaurant. I have been a loyal customer since the 70's and have followed them when they relocated. Yes the food is that good,the homemade  tortillas fresh salsa available in medium and hot. This food is made with love of three generations. I recommend  the combination plate with the beef taco,chili relleno and beef enchilada,the gravy is good enough to jump through a plate glass window without breaking it. Over the years I have tried every dish at least twice and have  come to this choice.If your in a rush try the beef,bean and cheese burrito filling and fast made with love.I have been to thousands of restaurants all over the world tried cuisine in Mexico and Arroyos is 5 star in satisfaction and taste bud joy|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d513544-r653951321-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html?m=66827#review653951321|gregorygP3959WQ|Friends getaway|2019-02-28|
3666320|In-N-Out Burger (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d3666320-Reviews-In_N_Out_Burger-Stockton_California.html|842378234|5|2022-06-11T08:29:45Z|I enjoy the Vegie Burger|Just tell them to be sure to include the onions and pickles.  The regular burgers are yummy also and the ice cream cones are a real deal.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d3666320-r842378234-Reviews-In_N_Out_Burger-Stockton_California.html?m=66827#review842378234|florencebK7848ZD|NONE|2022-05-31|1.0
3666320|In-N-Out Burger (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d3666320-Reviews-In_N_Out_Burger-Stockton_California.html|778724815|2|2020-12-08T17:32:22Z|Cold food|I must give up coming to this location!  They take the order so far from the pay window, approx 40+ cars in line.  By the time I get my hamburger it is COLD!  I have mentioned to order takers, no response from them.  If only, they would take orders when maybe 10 cars ahead! I give up!|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d3666320-r778724815-Reviews-In_N_Out_Burger-Stockton_California.html?m=66827#review778724815|Resident95207|NONE|2020-12-31|
3666320|In-N-Out Burger (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d3666320-Reviews-In_N_Out_Burger-Stockton_California.html|762316692|5|2020-07-30T22:58:40Z|Excellent|Excellent In-N-Out Burger. Reasonably fast and very friendly service. I see no point in the Drive-Thru. Cars were lined up on to the main road. I walked in, ordered, and was served within 6 minutes.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d3666320-r762316692-Reviews-In_N_Out_Burger-Stockton_California.html?m=66827#review762316692|7268|Solo travel|2020-07-31|
3666320|In-N-Out Burger (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d3666320-Reviews-In_N_Out_Burger-Stockton_California.html|749898298|5|2020-03-08T13:43:42Z|In N Out is always GOOD|In N Out is always GOOD Really good fast food And it is always fast and good Best burgers,, I always asks for them to make my fries very crispy|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d3666320-r749898298-Reviews-In_N_Out_Burger-Stockton_California.html?m=66827#review749898298|lmc931|NONE|2020-03-31|
3666320|In-N-Out Burger (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d3666320-Reviews-In_N_Out_Burger-Stockton_California.html|736916662|5|2020-01-04T20:40:58Z|good food|Good food affordable prices and friendly service floors always filthy i seen a bum right out front of their door he wasnt eating so he had no bussines being there I really like their food so i give it a five.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d3666320-r736916662-Reviews-In_N_Out_Burger-Stockton_California.html?m=66827#review736916662|2019m21|NONE|2020-01-31|
4113477|Starbucks (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d4113477-Reviews-Starbucks-Stockton_California.html|1017407878|2|2025-07-09T21:43:19Z|Not very good patio closes early|Patio closes at 6 pm why so early nice outside it's a beautiful evening July 9 th 2025 5:09 pm patio closed at 6 pm young man said sorry closing patio. I said you close at 9:30pm why does patio close so early doesn't get dark til 8 pm I'm a business owner and this is unprofessional. shortsalesmit@gmail.com Frances Bazan|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d4113477-r1017407878-Reviews-Starbucks-Stockton_California.html?m=66827#review1017407878|K2899CVfrancesb|Business|2025-07-31|
4113477|Starbucks (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d4113477-Reviews-Starbucks-Stockton_California.html|1001745562|1|2025-04-09T17:48:45Z|Embarrassing Customer Service|At about 1:30 this afternoon I visited the store on March Lane with my wife and got a cup of coffee I sat in the lobby for one hour drinking the coffee and I decided to get a refill I went to the register and asked the lady at the register whose name I don’t know to give me a refill but to my surprise she told me that I was not sitting in the lobby so she told me she couldn’t give me one I told her a couple of times that I was sitting in the lobby but still she didn’t believe me she went in and asked a colleague in the back room and the colleague confirmed that I came earlier and I was sitting in the lobby That was very embarrassing A manager came and apologised about what happen I felt so embarrassed that I used to visit that store everyday but not anymore My name is Jihad Basma and my phone number number is 2093199098|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d4113477-r1001745562-Reviews-Starbucks-Stockton_California.html?m=66827#review1001745562|953wafaaa|Couples|2025-04-30|
4113477|Starbucks (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d4113477-Reviews-Starbucks-Stockton_California.html|831661848|2|2022-03-19T14:47:46Z|Cold|Coffee was bitter and service was ok. Anti-2nd amendment. Pastry was too sweet & just so-so. Clean & neat.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d4113477-r831661848-Reviews-Starbucks-Stockton_California.html?m=66827#review831661848|Bamboo708|NONE|2022-03-31|
4113477|Starbucks (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d4113477-Reviews-Starbucks-Stockton_California.html|780492148|5|2021-01-03T21:39:36Z|I love the feeling of welcomeness|Man awesome employees here and surprisingly young employees and so patient and respectful here. Absolutely loved how fast the drive threw was to. All around 100 stars!|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d4113477-r780492148-Reviews-Starbucks-Stockton_California.html?m=66827#review780492148|willynellson|NONE|2021-01-31|2.0
4113477|Starbucks (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d4113477-Reviews-Starbucks-Stockton_California.html|741654340|4|2020-01-27T21:10:31Z|Great Latte|We ordered 2 latte's off the app and when we pulled into the store everything was ready on the counter. Super service.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d4113477-r741654340-Reviews-Starbucks-Stockton_California.html?m=66827#review741654340|T5950WIpeterm|NONE|2020-01-31|1.0
2224396|Waterloo (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d2224396-Reviews-Waterloo-Stockton_California.html|946476137|5|2024-04-12T19:32:28Z|My parents had gone there for years!|We drive from Turlock to have a great meal! Food is always excellent!  Homemade desserts if you can order before they  run out! We always enjoy  ourselves all seasons of the year! NEVER A BAD EXPERIENCE!!|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d2224396-r946476137-Reviews-Waterloo-Stockton_California.html?m=66827#review946476137|patmaciel|Couples|2024-03-31|
2224396|Waterloo (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d2224396-Reviews-Waterloo-Stockton_California.html|919219895|5|2023-09-30T23:34:50Z|Go! You won’t be disappointed!|We had heard about this place recently and had to check it out. We were not disappointed. The food was exceptional and the service outstanding. Love the homey vibe of the place and the decor.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d2224396-r919219895-Reviews-Waterloo-Stockton_California.html?m=66827#review919219895|Ramonaguy|Family|2023-10-31|
2224396|Waterloo (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d2224396-Reviews-Waterloo-Stockton_California.html|884349129|1|2023-04-01T03:20:27Z|Never rated a business so low in my life…|We were enjoying some food and a drink earlier this evening and upon attempting to order a fernet to finish off our meal,  the bartender asked who was driving and wouldn’t let us place the order. No one was drunk, we were peacefully enjoying our treats, I hadn’t even drank 20% of my drink. She may have been going through something personal because when I asked her name, she raised her eyebrows, swung her head, and raised her voice to say, “Would you just like to talk to the manager?!” We accepted the offer, but regardless, will never return. So sad. When we first arrived and ordered our initial drinks, the patrons that left the seats we took were bragging about drinking a whole bottle of Don Julio 70 between the two of them along with the same bar tender. At that point, the bartender accidentally took our full drinks and dumped them. So we mentioned the error and she supplied replacements. As I said, I didn’t drink mine and my husband finished his by the time of her episode. The manager explained they had just had some ABC training and they were buckling down. This would be entirely understandable. However, the bar tender’s  judgement was misplaced and targeted. That, in addition to her horrendous decorum, has destroyed the establishment’s rapport with us.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d2224396-r884349129-Reviews-Waterloo-Stockton_California.html?m=66827#review884349129|TDiede1|Friends getaway|2023-04-30|2.0
2224396|Waterloo (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d2224396-Reviews-Waterloo-Stockton_California.html|879056923|4|2023-02-17T12:24:52Z|Great Steak!|The pricing is about right for the proportion size of what you order. The atmosphere is an older style mom'n'pop restaurant. The staff was real good and professional. The location is more towards the outskirts of Stockton and seems to bring in a lot of locals. The wine list has a few local wines from Lodi and a few others. The wait times could be improved, but overall a great place to dine.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d2224396-r879056923-Reviews-Waterloo-Stockton_California.html?m=66827#review879056923|TheWineTech|NONE|2022-05-31|
2224396|Waterloo (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d2224396-Reviews-Waterloo-Stockton_California.html|838728579|5|2022-05-16T12:26:01Z|It was fun|"Menu was varied, local wines & beers. Staff was pleasant and helpful. Food tasted good and plenty of it. There was a short wait on Saturday night, but not terrible. Place was a bit noisy for our tastes, but we are in the ""senior citizen"" category. Not really unusual for a ""sports bar"" atmosphere."|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d2224396-r838728579-Reviews-Waterloo-Stockton_California.html?m=66827#review838728579|ButchJr|NONE|2022-05-31|
6031429|Market Tavern (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d6031429-Reviews-Market_Tavern-Stockton_California.html|1038348275|4|2025-11-09T11:51:44Z|Good food and excellent server|Hot and delicious food. Excellent server—Sam Decent-sized booth Music TOO Loud Bathrooms need cleaning and attention.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d6031429-r1038348275-Reviews-Market_Tavern-Stockton_California.html?m=66827#review1038348275|Oakleaf1950|Friends getaway|2025-11-30|
6031429|Market Tavern (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d6031429-Reviews-Market_Tavern-Stockton_California.html|1016921161|3|2025-07-07T01:57:34Z|They're Trying|"Some interesting sounding appetizers enticed us to check this place out. Furikake fries: unusual Japanese spices served with two uncommon sauces, quoth the menu.  Blah.  Flavorless.  Sauces seemed mostly like ketchup with a bit of BBQ sauce and a mayo.  Unconsumable. BUT...the wood oven baked Khachapuri was quite tasty, although it could have used a much bigger dose of garlic and butter.  Again, unusual, with, of all things, a soft egg yolk proudly in the center.  Now, HOW this item appeared on what is a pretty standard fare menu is anyone's guess. The ""Ora"" king salmon was perfectly cooked and served on a plentiful bed of mixed vegetables.  Would be enhanced with some balsamic glaze, and that could be served in a cup on the side. The pineapple crisp dessert was another item that sounded great but whose execution left lots to be desired.   Topped with a rubberized piece of pineapple that could have served well as a drain closure.  Ice cream was OK, but they left the crisp off the crisp.  Oh, well... Pleasant, helpful, and attentive service personnel. Limited and not outrageously priced wine and beer offerings; easy free parking. Restroom could use some policing."|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d6031429-r1016921161-Reviews-Market_Tavern-Stockton_California.html?m=66827#review1016921161|204williamd|Solo travel|2025-06-30|
6031429|Market Tavern (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d6031429-Reviews-Market_Tavern-Stockton_California.html|1012629908|5|2025-06-12T00:35:35Z|Everything delicious|Recommended by the Courtyard by Marriott front desk, I had a nearly perfect sumptuous dinner at Market Tavern.  Loved the choices of by the glass wines.  My Duckhorn Merlot was delicious!  Was in the mood for steak, and the kitchen totally delivered. I decided to eat in the bar as a solo, and they had good sports choices on multiple TVs. The bar was doing a fine business.  Portions are very generous.  My ribeye steak was perfectly cooked medium rare, exceptionally tasty, and a perfect accompaniment to the wine.  It came with two side dishes, great steamed broccoli and garlic mashed potatoes.  Amazing flavors!  Again all portions were huge! Highly recommend this restaurant and so pleased to experience it during my one, and possibly only, visit to Stockton.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d6031429-r1012629908-Reviews-Market_Tavern-Stockton_California.html?m=66827#review1012629908|mshbnyehud|Solo travel|2025-06-30|
6031429|Market Tavern (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d6031429-Reviews-Market_Tavern-Stockton_California.html|968158709|5|2024-09-03T13:23:38Z|Sunday roast dinner|A Sunday night, few places open, so we booked on spec. Sunday sirloin roast was excellent, perfectly cooked, with good veg and Yorkshire pudding|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d6031429-r968158709-Reviews-Market_Tavern-Stockton_California.html?m=66827#review968158709|Q2018DJnigelh|Couples|2024-09-30|
6031429|Market Tavern (Stockton)|https://www.tripadvisor.com/Restaurant_Review-g33130-d6031429-Reviews-Market_Tavern-Stockton_California.html|966076930|5|2024-08-21T19:38:40Z|Always fresh and tasty.|Always friendly and a nice menu with very fresh ingredients. We came several times in the past and ordered the Salmon BLT. Salmon, crispy bacon, nice sauce on a brioche bun....delicious and served with choice of salad or fries. The salad is very fresh with crisp lettuce, cherry tomatoes and just very good. When you don't see the Salmon BLT on the menu (recently no longer listed), don't fret. Just ask for it and they will make it up for you. It is delicious. My wife also has had other sandwiches and they are all fresh and good.|en|https://www.tripadvisor.com/ShowUserReviews-g33130-d6031429-r966076930-Reviews-Market_Tavern-Stockton_California.html?m=66827#review966076930|RalphM33|Couples|2024-08-31|
